kepid,tce_plnt_num,pred_score,pred_class
002157247,02,0.000,0
002157247,03,0.000,0
002157247,04,0.000,0
002157489,01,0.000,0
002157489,02,0.000,0
002158190,01,0.000,0
002158190,02,0.000,0
002158190,03,0.000,0
002158208,01,0.000,0
002159486,01,0.000,0
002159486,02,0.000,0
002159700,01,0.000,0
002159852,01,0.000,0
002159852,02,0.000,0
002161536,01,1.000,1
002161623,01,0.000,0
002161623,02,0.000,0
002161949,01,0.813,1
002161949,02,0.967,1
002162268,01,0.000,0
002162268,03,0.000,0
002162268,04,0.000,0
002162635,01,0.000,0
002162904,01,0.000,0
002162994,01,0.000,0
002163457,01,0.000,0
002164165,01,0.000,0
002164169,01,1.000,1
002164791,02,0.000,0
002164791,03,0.000,0
002165002,01,1.000,1
002165002,02,1.000,1
002165352,01,0.000,0
002165352,02,0.000,0
002166200,01,0.000,0
002166206,01,0.000,0
002166218,01,0.000,0
002167444,01,0.000,0
002167444,02,0.000,0
002167444,03,0.000,0
002167444,04,0.000,0
002167444,05,0.000,0
002167444,06,0.000,0
002167444,07,0.000,0
002167444,09,0.000,0
002167444,10,0.000,0
002167600,01,0.000,0
002167600,02,0.000,0
002167600,03,0.000,0
002167600,04,0.000,0
002167600,05,0.000,0
002167600,06,0.000,0
002167600,07,0.000,0
002167600,08,0.000,0
002167600,09,0.000,0
002167600,10,0.000,0
002167890,01,0.000,0
002167890,02,0.000,0
002168333,01,0.000,0
002168333,02,0.000,0
002168420,01,0.000,0
002168420,02,0.000,0
002168420,03,0.000,0
002282763,01,0.000,0
002283124,01,0.000,0
002283124,02,0.000,0
002283308,01,0.000,0
002283308,02,0.000,0
002283703,01,0.000,0
002284957,01,0.416,1
002285420,01,0.000,0
002285420,02,0.000,0
002285420,03,0.000,0
002285420,04,0.000,0
002285548,01,0.000,0
002285548,02,0.000,0
002285548,03,0.000,0
002285586,01,0.000,0
002285586,02,0.000,0
002285586,03,0.000,0
002297349,01,0.000,0
002297728,01,0.000,0
002297728,02,0.000,0
002297728,03,0.000,0
002297728,04,0.000,0
002297728,05,0.000,0
002297739,01,0.000,0
002299738,01,0.901,1
002299738,02,0.000,0
002299738,03,0.000,0
002299738,04,0.000,0
002299738,05,0.000,0
002299738,06,0.000,0
002300319,01,0.000,0
002300529,01,0.000,0
002300529,02,0.000,0
002300529,03,0.000,0
002300603,01,0.000,0
002301068,01,0.994,1
002301306,01,0.000,0
002301577,01,0.000,0
002302010,01,0.000,0
002302548,01,1.000,1
002302548,02,1.000,1
002302624,01,0.000,0
002302758,01,0.000,0
002302997,01,0.957,1
002303102,01,0.000,0
002303102,02,0.000,0
002303102,03,0.000,0
002303102,04,0.000,0
002303102,05,0.000,0
002303102,07,0.000,0
002303102,08,0.000,0
002303102,09,0.000,0
002303102,10,0.000,0
002303365,01,0.000,0
002303365,02,0.000,0
002303903,01,0.800,1
002304168,01,0.000,0
002304168,02,0.000,0
002304235,01,0.000,0
002304235,02,0.000,0
002304320,01,0.998,1
002304566,01,0.000,0
002304604,01,0.000,0
002304655,01,0.000,0
002305255,01,0.000,0
002305372,01,0.000,0
002305372,02,0.000,0
002305543,01,0.000,0
002305866,01,0.966,1
002305866,02,0.441,1
002306463,01,0.000,0
002306463,02,0.000,0
002306463,03,0.003,0
002306740,01,0.000,0
002306740,02,0.000,0
002306740,03,0.000,0
002306740,04,0.000,0
002307199,01,0.752,1
002307199,02,0.000,0
002307206,01,0.000,0
002307206,02,0.000,0
002307206,03,0.000,0
002307206,04,0.000,0
002307249,01,0.000,0
002307249,02,0.000,0
002307249,03,0.000,0
002307249,04,0.000,0
002307249,05,0.000,0
002307249,06,0.000,0
002307249,07,0.000,0
002307415,01,0.983,1
002307415,02,0.978,1
002307533,01,0.000,0
002307533,02,0.000,0
002307533,03,0.000,0
002307533,04,0.000,0
002307624,01,0.000,0
002308411,01,0.014,0
002308761,01,0.000,0
002308761,02,0.000,0
002308761,03,0.000,0
002308761,04,0.000,0
002308957,01,0.000,0
002309286,01,0.000,0
002309404,01,0.000,0
002309568,01,0.000,0
002309579,01,0.000,0
002309585,01,0.000,0
002309585,02,0.000,0
002309587,01,0.003,0
002309587,02,0.000,0
002309595,01,0.000,0
002309719,01,0.000,0
002309910,01,0.000,0
002310284,01,0.000,0
002310284,02,0.000,0
002310284,03,0.000,0
002310284,04,0.000,0
002310284,05,0.000,0
002310586,01,0.000,0
002310993,01,0.997,1
002422539,01,0.000,0
002422820,01,1.000,1
002423938,01,0.000,0
002425057,01,0.000,0
002425057,02,0.000,0
002425185,01,0.000,0
002425375,01,0.000,0
002436378,01,0.006,0
002436378,02,0.000,0
002436421,01,0.000,0
002436421,02,0.000,0
002436450,01,0.000,0
002436450,02,0.000,0
002436450,04,0.000,0
002436450,06,0.000,0
002436450,07,0.000,0
002436450,08,0.000,0
002436635,01,0.000,0
002436635,02,0.000,0
002436954,01,0.000,0
002437060,01,0.001,0
002437060,02,0.000,0
002437112,01,0.000,0
002437112,02,0.000,0
002437112,03,0.000,0
002437149,01,0.000,0
002437149,02,0.000,0
002437209,01,0.000,0
002437452,01,0.000,0
002437488,01,0.000,0
002437505,01,0.000,0
002437505,02,0.000,0
002437783,01,0.000,0
002437783,02,0.000,0
002437804,01,0.000,0
002437897,01,0.000,0
002438061,01,0.000,0
002438062,01,0.000,0
002438070,01,0.000,0
002438114,01,0.000,0
002438114,02,0.000,0
002438151,01,0.000,0
002438151,02,0.000,0
002438151,03,0.000,0
002438151,04,0.000,0
002438151,05,0.000,0
002438249,01,0.000,0
002438264,01,1.000,1
002438264,02,1.000,1
002438406,01,0.000,0
002438490,01,0.009,0
002438490,02,0.000,0
002438502,01,0.046,0
002438502,02,0.000,0
002438513,01,1.000,1
002438513,02,0.000,0
002438517,01,0.000,0
002439144,01,0.000,0
002439211,01,0.000,0
002439211,02,0.000,0
002439243,01,1.000,1
002439469,01,0.000,0
002440757,01,0.000,0
002441151,01,0.000,0
002441161,01,0.000,0
002441495,01,1.000,1
002441728,01,0.000,0
002442084,01,0.000,0
002442084,02,0.000,0
002442118,01,0.000,0
002442118,02,0.000,0
002442118,03,0.000,0
002442118,04,0.000,0
002442359,01,0.000,0
002442448,01,0.997,1
002442866,02,0.000,0
002442866,03,0.000,0
002443393,01,0.884,1
002443753,01,0.000,0
002443753,02,0.000,0
002443753,03,0.000,0
002443753,04,0.000,0
002443753,05,0.000,0
002443753,06,0.000,0
002443753,07,0.000,0
002443753,08,0.000,0
002443827,01,0.000,0
002443969,01,0.000,0
002444412,01,1.000,1
002444769,01,0.000,0
002444769,02,0.000,0
002444769,03,0.000,0
002444769,05,0.000,0
002444769,06,0.000,0
002444769,07,0.000,0
002445129,01,0.000,0
002445129,02,0.000,0
002445134,01,0.001,0
002445134,02,0.000,0
002445154,01,0.000,0
002445298,01,0.000,0
002445298,02,0.000,0
002445665,01,0.000,0
002445975,01,0.000,0
002445975,02,0.000,0
002445975,03,0.000,0
002446113,01,0.073,0
002446113,02,1.000,1
002446134,01,0.273,0
002446436,01,0.000,0
002446623,01,0.000,0
002447697,01,0.000,0
002447707,02,0.000,0
002447832,01,0.000,0
002447832,02,0.000,0
002447832,03,0.000,0
002447832,04,0.000,0
002447832,05,0.000,0
002447832,06,0.000,0
002447832,07,0.000,0
002448416,01,0.000,0
002448416,02,0.000,0
002449053,01,0.000,0
002449053,02,0.000,0
002449074,01,0.000,0
002449074,02,0.000,0
002449090,01,0.000,0
002449090,02,0.000,0
002449245,01,0.997,1
002449407,01,0.000,0
002449431,01,0.936,1
002449639,01,0.000,0
002450716,01,0.065,0
002450944,01,0.000,0
002450944,02,0.000,0
002450944,03,0.000,0
002452185,01,0.000,0
002452185,02,0.000,0
002452185,03,0.000,0
002452185,04,0.011,0
002452440,01,0.000,0
002452440,02,0.000,0
002452450,01,0.000,0
002452977,01,0.000,0
002554867,01,0.000,0
002555349,01,0.000,0
002555396,01,0.000,0
002555680,01,0.000,0
002555680,02,0.000,0
002555680,03,0.000,0
002555680,04,0.000,0
002555680,05,0.000,0
002555680,07,0.000,0
002555680,08,0.000,0
002555680,09,0.000,0
002556127,01,0.000,0
002556127,02,0.000,0
002556639,01,0.000,0
002556639,02,0.000,0
002556639,03,0.000,0
002556639,04,0.000,0
002556639,05,0.000,0
002556639,06,0.000,0
002556639,07,0.000,0
002556639,08,0.000,0
002556639,09,0.000,0
002556639,10,0.000,0
002556650,01,1.000,1
002557335,01,0.000,0
002557335,02,0.000,0
002557350,01,0.960,1
002557430,01,0.000,0
002557430,02,0.000,0
002557669,02,0.000,0
002557669,03,0.000,0
002557669,04,0.000,0
002557816,01,1.000,1
002558163,01,0.961,1
002558273,01,0.000,0
002558363,01,0.000,0
002558370,01,0.000,0
002558488,01,0.000,0
002558488,02,0.000,0
002558488,03,0.000,0
002558488,04,0.000,0
002568519,01,0.000,0
002568519,02,0.001,0
002568971,01,0.000,0
002568971,02,0.000,0
002568971,03,0.000,0
002568971,05,0.000,0
002569488,01,0.000,0
002569494,01,0.000,0
002569494,02,0.000,0
002569494,03,0.000,0
002569494,04,0.000,0
002569516,01,0.000,0
002569639,01,0.000,0
002569995,01,0.000,0
002570281,01,0.000,0
002570281,02,0.000,0
002570432,01,0.061,0
002570505,01,0.000,0
002570659,01,0.000,0
002570767,01,0.000,0
002570773,01,0.000,0
002571238,01,1.000,1
002571417,01,0.000,0
002571417,02,0.000,0
002571868,01,0.000,0
002572029,01,1.000,1
002573056,01,0.000,0
002573056,02,0.000,0
002573108,01,0.000,0
002574201,01,0.000,0
002574338,01,0.997,1
002574543,01,0.000,0
002574960,01,0.000,0
002575161,01,0.000,0
002575952,01,0.000,0
002575952,02,0.000,0
002575952,03,0.000,0
002575964,01,0.000,0
002576107,01,0.000,0
002576197,01,0.000,0
002576224,01,0.000,0
002576224,02,0.000,0
002576692,01,0.000,0
002576692,02,0.000,0
002576692,03,0.000,0
002576692,04,0.000,0
002576692,05,0.000,0
002576692,06,0.000,0
002577353,01,0.872,1
002578017,01,0.000,0
002578077,01,0.000,0
002578077,02,0.000,0
002578404,01,0.000,0
002578404,02,0.000,0
002578811,01,0.000,0
002578869,01,0.062,0
002578891,01,0.000,0
002579043,01,1.000,1
002579147,01,0.000,0
002579147,02,0.000,0
002579147,03,0.000,0
002579147,04,0.000,0
002579590,01,0.000,0
002579814,01,0.000,0
002579906,01,0.000,0
002579906,02,0.000,0
002579906,03,0.000,0
002579906,04,0.000,0
002579906,05,0.000,0
002579906,07,0.000,0
002579906,08,0.000,0
002579906,09,0.000,0
002579906,10,0.000,0
002580613,01,0.000,0
002580632,01,0.000,0
002580872,01,0.000,0
002580872,02,0.000,0
002580872,03,0.000,0
002580872,04,0.000,0
002580872,05,0.000,0
002580882,01,0.000,0
002581191,01,0.000,0
002581316,01,0.860,1
002581316,02,0.994,1
002581452,01,0.000,0
002581452,02,0.000,0
002581452,03,0.000,0
002581452,04,0.000,0
002581452,05,0.000,0
002581452,06,0.000,0
002581452,07,0.000,0
002581452,08,0.000,0
002581452,09,0.000,0
002581457,01,0.000,0
002581457,02,0.000,0
002581554,01,0.995,1
002581674,01,0.000,0
002581674,02,0.000,0
002581674,03,0.000,0
002581811,01,0.000,0
002581964,01,0.000,0
002581964,02,0.000,0
002581964,03,0.000,0
002581964,04,0.000,0
002581964,05,0.000,0
002582539,01,0.000,0
002582575,01,0.000,0
002582575,02,0.001,0
002582800,01,0.000,0
002583153,01,0.000,0
002583153,02,0.000,0
002583153,03,0.000,0
002583234,01,0.000,0
002583234,02,0.000,0
002583748,01,0.000,0
002583748,02,0.000,0
002583748,03,0.000,0
002583748,05,0.000,0
002583748,06,0.000,0
002583748,07,0.000,0
002583777,01,0.000,0
002583777,02,0.000,0
002584115,01,0.000,0
002584163,01,0.885,1
002584879,01,0.000,0
002584879,02,0.000,0
002584879,04,0.000,0
002584879,05,0.000,0
002584879,06,0.000,0
002584908,01,0.000,0
002585092,01,0.000,0
002585092,02,0.000,0
002585652,01,0.000,0
002692377,01,1.000,1
002692377,02,0.000,0
002692704,01,0.000,0
002692704,02,0.000,0
002692704,03,0.000,0
002692704,04,0.000,0
002692708,01,0.000,0
002693092,01,0.000,0
002693092,02,0.000,0
002693097,01,0.000,0
002693097,02,0.000,0
002693097,03,0.000,0
002693162,01,0.000,0
002693450,01,0.000,0
002693450,02,0.000,0
002693450,03,0.000,0
002693450,04,0.000,0
002693736,01,1.000,1
002694337,01,0.000,0
002694337,02,0.000,0
002694337,03,0.000,0
002694632,01,0.000,0
002694632,02,0.000,0
002694632,04,0.000,0
002694640,01,0.000,0
002694640,02,0.000,0
002694746,01,0.000,0
002694746,02,0.000,0
002695030,01,0.000,0
002695110,01,0.000,0
002695733,01,0.000,0
002696205,01,0.987,1
002696217,01,0.000,0
002696217,02,0.000,0
002696217,03,0.000,0
002696703,01,0.000,0
002696703,02,0.000,0
002696703,03,0.000,0
002696938,01,0.000,0
002696938,02,0.000,0
002696938,03,0.000,0
002696938,04,0.000,0
002696938,05,0.000,0
002696938,06,0.000,0
002697199,01,0.000,0
002697935,01,0.000,0
002697935,02,0.000,0
002698074,01,0.000,0
002707097,01,0.000,0
002707097,02,0.000,0
002707479,01,0.000,0
002707479,02,0.000,0
002707916,01,0.000,0
002707985,01,0.000,0
002708156,01,0.000,0
002708172,01,0.000,0
002708176,01,0.000,0
002708203,01,0.000,0
002708203,02,0.000,0
002708221,01,0.000,0
002708270,01,0.000,0
002708278,01,0.000,0
002708278,02,0.000,0
002708278,03,0.000,0
002708286,01,0.000,0
002708343,01,0.000,0
002708420,01,0.000,0
002708445,01,0.000,0
002708445,02,0.000,0
002708499,01,0.000,0
002708614,01,0.000,0
002708787,01,0.000,0
002708787,03,0.000,0
002708787,04,0.000,0
002708885,01,0.001,0
002710323,01,0.000,0
002710323,02,0.000,0
002710406,01,0.000,0
002710406,02,0.000,0
002710406,03,0.000,0
002710623,01,0.000,0
002710685,01,0.000,0
002711114,01,0.000,0
002711123,01,0.000,0
002711131,01,0.000,0
002711597,01,0.000,0
002711597,02,0.000,0
002711606,01,0.000,0
002712016,01,0.000,0
002712821,01,0.000,0
002712825,01,0.316,0
002713049,01,1.000,1
002713086,01,0.000,0
002713086,02,0.000,0
002713086,03,0.000,0
002713086,04,0.000,0
002713086,05,0.000,0
002713086,06,0.000,0
002714707,01,0.000,0
002714707,02,0.000,0
002714803,01,0.000,0
002714807,01,0.000,0
002714807,02,0.000,0
002714831,01,0.000,0
002714887,01,0.000,0
002714887,02,0.000,0
002714887,03,0.000,0
002714887,04,0.000,0
002714932,01,0.000,0
002714932,02,0.000,0
002714932,03,0.000,0
002714932,04,0.000,0
002714932,05,0.000,0
002714932,06,0.000,0
002714932,07,0.000,0
002714932,08,0.000,0
002714932,09,0.000,0
002714947,01,0.000,0
002714954,01,0.000,0
002714955,01,0.000,0
002715053,01,0.000,0
002715053,02,0.000,0
002715053,03,0.000,0
002715070,01,0.000,0
002715108,01,0.000,0
002715119,01,0.000,0
002715135,01,1.000,1
002715135,02,0.000,0
002715135,03,0.000,0
002715135,04,0.000,0
002715194,01,0.000,0
002715228,01,0.000,0
002715228,02,0.000,0
002715251,01,0.000,0
002715282,01,0.000,0
002715282,02,0.000,0
002715398,01,0.000,0
002715398,02,0.000,0
002715398,03,0.000,0
002715487,01,0.000,0
002715695,01,1.000,1
002715695,02,0.976,1
002716289,01,0.000,0
002716801,01,0.959,1
002716801,02,0.553,1
002716853,01,1.000,1
002716853,02,0.040,0
002716857,01,0.000,0
002716857,03,0.000,0
002716857,05,0.000,0
002716857,06,0.000,0
002717094,01,0.000,0
002717158,01,1.000,1
002717423,01,0.000,0
002717423,03,0.000,0
002717423,04,0.000,0
002717423,05,0.000,0
002717423,06,0.000,0
002717483,01,0.000,0
002717483,02,0.000,0
002718321,01,0.000,0
002718630,01,0.000,0
002718630,02,0.000,0
002718630,03,0.000,0
002718663,01,0.000,0
002718663,02,0.000,0
002718663,03,0.000,0
002718672,01,0.000,0
002718672,02,0.000,0
002718778,01,0.999,1
002718778,02,0.000,0
002718944,01,0.000,0
002719125,01,0.000,0
002719125,02,0.000,0
002719755,01,0.000,0
002719755,02,0.000,0
002719873,01,0.000,0
002719873,02,0.000,0
002719928,01,0.000,0
002719928,02,0.000,0
002720096,01,0.000,0
002720354,01,0.007,0
002720354,02,0.000,0
002720354,03,0.000,0
002720354,04,0.000,0
002720514,01,0.000,0
002720582,01,0.000,0
002721030,01,0.994,1
002721835,01,0.000,0
002721835,02,0.000,0
002721918,01,0.000,0
002722074,01,0.000,0
002722074,02,0.000,0
002722074,03,0.000,0
002830919,01,0.000,0
002831055,01,0.995,1
002831091,01,0.000,0
002831091,02,0.000,0
002831091,03,0.000,0
002831101,01,0.000,0
002831251,01,0.003,0
002832589,01,1.000,1
002832589,02,1.000,1
002832720,01,0.000,0
002832753,01,0.000,0
002832753,02,0.000,0
002832753,03,0.000,0
002833327,01,0.000,0
002833554,01,0.000,0
002833709,01,0.000,0
002833709,02,0.000,0
002833709,03,0.000,0
002834463,01,0.794,1
002834637,01,0.000,0
002834805,01,0.760,1
002837007,01,0.000,0
002837111,01,0.995,1
002837111,02,0.047,0
002837174,01,0.000,0
002847816,01,0.000,0
002847816,02,0.000,0
002849140,01,0.893,1
002849511,01,0.000,0
002849805,01,1.000,1
002850321,01,0.000,0
002851100,01,0.000,0
002851100,02,0.000,0
002852528,01,0.000,0
002852560,01,0.000,0
002852560,02,0.000,0
002852560,03,0.000,0
002852560,04,0.000,0
002852560,05,0.000,0
002852810,01,0.000,0
002852941,01,0.854,1
002852941,02,0.000,0
002852942,01,0.000,0
002852961,02,0.000,0
002853029,01,0.923,1
002853093,01,1.000,1
002853280,01,0.000,0
002853280,02,0.000,0
002853320,01,0.000,0
002853320,02,0.000,0
002853320,03,0.000,0
002853446,01,1.000,1
002853780,01,0.881,1
002853828,01,0.000,0
002854181,01,1.000,1
002854181,02,0.999,1
002854698,01,1.000,1
002854698,02,0.881,1
002854795,01,0.000,0
002854839,01,0.325,0
002854839,02,0.000,0
002854839,03,0.000,0
002854839,04,0.000,0
002854914,01,1.000,1
002854914,02,0.912,1
002854948,01,0.000,0
002854948,02,0.000,0
002854953,01,0.000,0
002854953,02,0.000,0
002854953,03,0.000,0
002854953,04,0.000,0
002854953,05,0.000,0
002854953,06,0.000,0
002854953,07,0.000,0
002855026,01,0.000,0
002855026,02,0.000,0
002855415,01,0.000,0
002855603,01,0.000,0
002855603,02,0.000,0
002856209,01,0.000,0
002856756,01,0.000,0
002856960,01,0.000,0
002856960,02,0.000,0
002856960,03,0.000,0
002857323,02,0.000,0
002857323,03,0.000,0
002857607,01,0.999,1
002857722,01,0.000,0
002857722,02,0.000,0
002859299,01,0.000,0
002860114,01,0.000,0
002860579,01,0.000,0
002860579,02,0.000,0
002860579,03,0.000,0
002860579,04,0.000,0
002860579,06,0.000,0
002860579,07,0.000,0
002860594,01,0.000,0
002860594,02,0.000,0
002860656,01,0.798,1
002860788,01,0.000,0
002860788,03,0.000,0
002860788,04,0.000,0
002860793,01,0.000,0
002860851,01,0.000,0
002860851,02,0.000,0
002860851,03,0.000,0
002860851,04,0.000,0
002860866,01,1.000,1
002860930,01,0.000,0
002860930,02,0.000,0
002860930,03,0.000,0
002861126,01,0.997,1
002861394,01,0.000,0
002865774,01,0.000,0
002865774,02,0.000,0
002968811,01,0.000,0
002968811,02,0.000,0
002968811,03,0.000,0
002968811,04,0.000,0
002968811,05,0.000,0
002969628,01,0.000,0
002969628,02,0.000,0
002969638,01,0.000,0
002969638,02,0.000,0
002969638,03,0.000,0
002969991,01,0.000,0
002969991,02,0.000,0
002970580,02,0.000,0
002970580,03,0.000,0
002970580,04,0.000,0
002970580,05,0.000,0
002970580,06,0.000,0
